transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id,new_transaction_id
2444,2024-08-21,08:41:25,P202,Blueberry Muffin,Tea,Medium,1,3.5,3.5,Credit Card,C681,0,Mall Branch,EMP002,2247
2445,2025-06-16,15:51:33,P102,Blueberry Muffin,Coffee,Medium,2,3.5,7.0,Cash,C880,7,University,EMP003,1450
2446,2025-05-17,15:43:33,P102,Croissant,Coffee,Small,2,3.0,6.0,Cash,C307,10,Mall Branch,EMP004,896
2447,2025-05-20,18:18:46,P102,Croissant,Coffee,Small,2,3.0,6.0,Credit Card,C619,7,Airport,EMP001,2190
2448,2024-09-14,09:08:53,P101,Croissant,Coffee,Medium,3,3.0,9.0,Credit Card,C110,1,Mall Branch,EMP003,1337
2449,2025-04-13,18:36:56,P301,Chai Latte,Bakery,,2,2.5,5.0,Credit Card,,0,University,EMP005,165
2450,2025-04-24,08:00:40,P101,Croissant,Coffee,Medium,3,3.0,9.0,Cash,C316,0,University,EMP001,2362
2451,2025-05-19,20:49:41,P202,Croissant,Tea,Medium,3,3.5,10.5,Cash,C929,0,Downtown,EMP005,2069
2452,2024-09-28,09:17:27,P301,Espresso,Bakery,,1,2.5,2.5,Credit Card,C138,2,Downtown,EMP004,1106
2453,2024-09-04,10:55:11,P202,Croissant,Tea,Large,1,4.0,4.0,Debit Card,C462,2,Downtown,EMP003,1754
2454,2025-07-25,17:59:54,P101,Blueberry Muffin,Coffee,Small,2,2.5,5.0,Debit Card,C394,7,Airport,EMP005,2353
2455,2024-09-04,14:43:43,P202,Croissant,Tea,Large,2,4.0,8.0,Cash,,4,University,EMP004,1939
2456,2024-10-21,16:23:07,P102,Croissant,Coffee,Small,3,3.0,9.0,Debit Card,C882,6,Airport,EMP001,371
2457,2025-02-22,12:53:39,P301,Espresso,Bakery,,3,2.5,7.5,Cash,,0,University,EMP001,1881
2458,2024-11-10,14:55:05,P201,Croissant,Tea,Medium,3,2.5,7.5,Debit Card,C666,9,University,EMP005,853
2459,2025-03-25,18:04:35,P102,Croissant,Coffee,Small,2,3.0,6.0,Credit Card,C146,7,Downtown,EMP004,384
2460,2025-06-22,16:34:36,P302,Latte,Bakery,,3,3.0,9.0,Credit Card,C341,0,University,EMP001,1932
2461,2024-10-06,12:48:10,P201,Croissant,Tea,Small,3,2.0,6.0,Debit Card,C208,1,Downtown,EMP001,2493
2462,2024-08-09,19:48:18,P101,Croissant,Coffee,Small,2,2.5,5.0,Cash,,5,Downtown,EMP004,425
2463,2024-10-18,15:52:37,P301,Cappuccino,Bakery,,3,2.5,7.5,Cash,C527,0,University,EMP003,2209
2464,2025-08-07,15:15:01,P201,Croissant,Tea,Medium,1,2.5,2.5,Debit Card,C722,1,Downtown,EMP003,629
2465,2024-12-31,15:58:37,P103,Croissant,Coffee,Medium,3,3.5,10.5,Debit Card,C189,7,Downtown,EMP001,895
2466,2024-12-04,18:25:48,P101,Croissant,Coffee,Small,3,2.5,7.5,Credit Card,C715,0,University,EMP001,2375
2467,2025-01-29,08:49:42,P201,Croissant,Tea,Small,3,2.0,6.0,Debit Card,,3,Downtown,EMP004,598
2468,2024-11-18,13:49:21,P302,Cappuccino,Bakery,,2,3.0,6.0,Cash,C537,4,Mall Branch,EMP005,2337
2469,2025-02-17,20:17:55,P202,Croissant,Tea,Medium,1,3.5,3.5,Credit Card,C693,5,University,EMP003,593
2470,2025-02-19,09:01:42,P202,Croissant,Tea,Medium,1,3.5,3.5,Debit Card,C411,8,Downtown,EMP001,1688
2471,2024-12-14,08:49:30,P202,Croissant,Tea,Large,1,4.0,4.0,Cash,C127,2,Airport,EMP003,573
2472,2024-08-28,16:29:31,P101,Blueberry Muffin,Coffee,Medium,1,3.0,3.0,Credit Card,,9,Mall Branch,EMP001,2076
2473,2025-01-26,16:08:20,P301,Espresso,Bakery,,3,2.5,7.5,Debit Card,C305,4,University,EMP005,2091
2474,2025-06-09,18:40:44,P202,Blueberry Muffin,Tea,Large,3,4.0,12.0,Credit Card,,0,University,EMP004,1705
2475,2024-11-22,08:06:14,P101,Blueberry Muffin,Coffee,Small,1,2.5,2.5,Cash,C609,0,Airport,EMP004,2471
2476,2025-04-20,18:13:28,P301,Chai Latte,Bakery,,3,2.5,7.5,Credit Card,,0,Airport,EMP002,177
2477,2025-05-08,14:13:46,P201,Blueberry Muffin,Tea,Medium,2,2.5,5.0,Credit Card,,3,Mall Branch,EMP004,529
2478,2025-07-18,19:58:08,P102,Blueberry Muffin,Coffee,Large,1,4.0,4.0,Debit Card,C174,0,University,EMP004,1634
2479,2025-02-11,13:24:16,P302,Chai Latte,Bakery,,1,3.0,3.0,Cash,C973,2,Mall Branch,EMP005,966
2480,2024-11-18,12:20:17,P102,Croissant,Coffee,Medium,3,3.5,10.5,Cash,C669,0,Downtown,EMP003,1518
2481,2024-09-21,13:29:12,P101,Blueberry Muffin,Coffee,Medium,3,3.0,9.0,Cash,C539,0,University,EMP003,198
2482,2025-03-30,20:11:00,P101,Blueberry Muffin,Coffee,Small,3,2.5,7.5,Debit Card,,0,Downtown,EMP004,853
2483,2025-07-19,09:52:03,P302,Cappuccino,Bakery,,1,3.0,3.0,Credit Card,C535,1,Downtown,EMP004,1538
2484,2025-01-02,12:20:47,P202,Blueberry Muffin,Tea,Large,2,4.0,8.0,Debit Card,C663,0,Downtown,EMP003,2070
2485,2024-11-29,16:06:46,P302,Chai Latte,Bakery,,1,3.0,3.0,Cash,C870,10,University,EMP002,1081
2486,2025-06-12,14:58:04,P102,Croissant,Coffee,Small,1,3.0,3.0,Cash,,5,Mall Branch,EMP002,98
2487,2024-12-24,13:54:23,P101,Blueberry Muffin,Coffee,Medium,2,3.0,6.0,Credit Card,C722,7,Airport,EMP001,1904
2488,2025-06-05,13:46:43,P302,Espresso,Bakery,,3,3.0,9.0,Debit Card,C552,0,Downtown,EMP004,435
2489,2025-07-05,16:45:29,P103,Blueberry Muffin,Coffee,Medium,3,3.5,10.5,Credit Card,C174,2,Airport,EMP002,637
2490,2025-05-31,09:53:00,P202,Blueberry Muffin,Tea,Large,3,4.0,12.0,Debit Card,C950,0,Mall Branch,EMP003,588
2491,2024-11-24,15:12:19,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Cash,C700,9,Downtown,EMP001,344
2492,2025-02-06,16:53:52,P103,Croissant,Coffee,Large,1,4.5,4.5,Debit Card,C106,0,Downtown,EMP003,1318
2493,2024-11-03,11:46:16,P301,Green Tea,Bakery,,1,2.5,2.5,Cash,C651,7,Airport,EMP001,1980
2494,2025-02-24,14:02:25,P103,Croissant,Coffee,Large,1,4.5,4.5,Credit Card,,0,Downtown,EMP002,571
2495,2025-01-12,11:26:07,P103,Blueberry Muffin,Coffee,Medium,1,3.5,3.5,Credit Card,C102,0,University,EMP004,611
2496,2024-09-22,10:06:31,P302,Green Tea,Bakery,,1,3.0,3.0,Debit Card,,0,Mall Branch,EMP004,1728
2497,2024-08-12,19:48:31,P301,Latte,Bakery,,3,2.5,7.5,Credit Card,C410,4,Airport,EMP005,2291
2498,2025-05-19,11:11:27,P103,Blueberry Muffin,Coffee,Large,1,4.5,4.5,Debit Card,,0,Downtown,EMP003,1855
2499,2025-05-16,14:37:18,P301,Chai Latte,Bakery,,2,2.5,5.0,Debit Card,C613,0,Mall Branch,EMP004,960
2500,2025-02-22,14:55:11,P101,Blueberry Muffin,Coffee,Small,2,2.5,5.0,Credit Card,C592,0,Downtown,EMP002,2080
2501,2025-08-05,08:00:40,P301,Espresso,Bakery,,3,2.5,7.5,Debit Card,C116,5,Downtown,EMP003,2439
2502,2024-09-28,14:56:59,P301,Chai Latte,Bakery,,1,2.5,2.5,Credit Card,,5,Downtown,EMP002,2325
2503,2025-06-21,10:14:28,P202,Croissant,Tea,Medium,1,3.5,3.5,Cash,C470,2,Airport,EMP003,532
2504,2025-04-07,11:02:32,P302,Chai Latte,Bakery,,1,3.0,3.0,Credit Card,C641,6,University,EMP003,1178
2505,2025-05-29,09:47:45,P302,Espresso,Bakery,,3,3.0,9.0,Debit Card,C102,0,Mall Branch,EMP003,2431
2506,2024-10-24,10:17:59,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Cash,,5,Airport,EMP005,1092
2507,2024-08-30,12:00:15,P101,Croissant,Coffee,Small,2,2.5,5.0,Cash,,10,University,EMP003,1902
2508,2024-12-21,18:48:42,P102,Blueberry Muffin,Coffee,Small,1,3.0,3.0,Credit Card,C288,2,Downtown,EMP005,884
2509,2025-01-19,12:20:00,P101,Blueberry Muffin,Coffee,Small,1,2.5,2.5,Credit Card,C709,9,Downtown,EMP003,2262
2510,2025-01-08,19:38:18,P301,Chai Latte,Bakery,,2,2.5,5.0,Credit Card,C938,0,Mall Branch,EMP003,1679
2511,2024-11-11,08:01:26,P201,Blueberry Muffin,Tea,Small,2,2.0,4.0,Credit Card,C224,6,University,EMP005,2424
2512,2024-10-27,08:32:22,P103,Croissant,Coffee,Large,1,4.5,4.5,Credit Card,C257,9,Downtown,EMP004,2261
2513,2024-11-29,10:43:06,P202,Croissant,Tea,Large,1,4.0,4.0,Credit Card,C304,0,Downtown,EMP001,2127
2514,2025-04-18,18:59:16,P302,Green Tea,Bakery,,1,3.0,3.0,Debit Card,C344,0,Downtown,EMP005,1750
2515,2024-08-15,15:16:44,P201,Blueberry Muffin,Tea,Medium,3,2.5,7.5,Debit Card,C564,1,University,EMP004,782
2516,2024-09-10,11:41:53,P101,Croissant,Coffee,Small,3,2.5,7.5,Cash,C569,8,Airport,EMP002,2106
2517,2025-07-09,08:12:55,P301,Latte,Bakery,,3,2.5,7.5,Debit Card,C308,3,Downtown,EMP004,881
2518,2024-11-04,18:05:22,P201,Blueberry Muffin,Tea,Small,3,2.0,6.0,Debit Card,,0,Mall Branch,EMP001,447
2519,2025-05-31,18:37:11,P202,Croissant,Tea,Large,1,4.0,4.0,Cash,C961,9,Mall Branch,EMP004,2114
2520,2025-04-06,17:46:49,P202,Croissant,Tea,Large,2,4.0,8.0,Credit Card,C545,7,University,EMP003,1784
2521,2024-10-26,16:23:55,P101,Croissant,Coffee,Small,1,2.5,2.5,Debit Card,C944,3,Downtown,EMP001,1278
2522,2024-09-25,12:21:48,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Cash,,3,Mall Branch,EMP002,1992
2523,2025-04-21,14:09:15,P202,Blueberry Muffin,Tea,Medium,1,3.5,3.5,Debit Card,,0,University,EMP003,1068
2524,2024-09-16,18:40:59,P302,Latte,Bakery,,2,3.0,6.0,Credit Card,C978,0,University,EMP002,1578
2525,2025-05-04,09:27:12,P101,Croissant,Coffee,Medium,1,3.0,3.0,Debit Card,C107,0,Mall Branch,EMP005,1012
2526,2024-08-08,12:15:25,P101,Blueberry Muffin,Coffee,Small,1,2.5,2.5,Cash,,5,Airport,EMP004,2275
2527,2025-01-13,20:50:43,P302,Latte,Bakery,,1,3.0,3.0,Debit Card,C705,0,Downtown,EMP004,774
2528,2025-05-02,19:35:18,P201,Blueberry Muffin,Tea,Medium,1,2.5,2.5,Credit Card,,4,University,EMP003,1815
2529,2024-09-06,11:32:28,P302,Espresso,Bakery,,3,3.0,9.0,Debit Card,C506,0,Downtown,EMP001,2427
2530,2025-05-07,19:29:53,P301,Espresso,Bakery,,3,2.5,7.5,Debit Card,C408,0,Airport,EMP004,1202
2531,2024-08-30,18:56:57,P101,Blueberry Muffin,Coffee,Medium,1,3.0,3.0,Debit Card,,3,Downtown,EMP003,1451
2532,2025-04-23,08:22:22,P101,Croissant,Coffee,Medium,3,3.0,9.0,Debit Card,,0,Mall Branch,EMP001,307
2533,2025-06-02,20:44:37,P102,Blueberry Muffin,Coffee,Large,3,4.0,12.0,Debit Card,,0,Downtown,EMP004,779
2534,2025-05-28,09:12:07,P201,Blueberry Muffin,Tea,Small,3,2.0,6.0,Cash,C258,0,Mall Branch,EMP002,2316
2535,2025-08-01,19:55:28,P201,Croissant,Tea,Small,2,2.0,4.0,Credit Card,C636,5,Airport,EMP001,8
2536,2024-10-20,15:30:23,P301,Latte,Bakery,,2,2.5,5.0,Debit Card,,0,Downtown,EMP001,476
2537,2024-11-17,12:43:07,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Credit Card,C447,1,Airport,EMP005,1321
2538,2025-01-08,15:16:32,P302,Green Tea,Bakery,,2,3.0,6.0,Credit Card,C199,0,University,EMP003,2212
2539,2025-07-25,09:43:03,P103,Croissant,Coffee,Large,1,4.5,4.5,Cash,C528,1,Mall Branch,EMP001,485
2540,2024-10-23,12:56:28,P103,Croissant,Coffee,Medium,1,3.5,3.5,Credit Card,C767,0,Airport,EMP003,905
2541,2025-02-26,16:26:15,P103,Blueberry Muffin,Coffee,Large,2,4.5,9.0,Debit Card,C980,0,University,EMP002,559
2542,2025-05-02,16:11:43,P201,Blueberry Muffin,Tea,Medium,3,2.5,7.5,Cash,C782,5,Mall Branch,EMP001,1968
2543,2025-02-21,09:54:28,P102,Croissant,Coffee,Small,3,3.0,9.0,Debit Card,C796,2,Mall Branch,EMP004,2286
2544,2024-09-16,10:45:36,P101,Blueberry Muffin,Coffee,Small,3,2.5,7.5,Credit Card,C381,0,Airport,EMP004,1128
2545,2025-03-27,08:52:34,P201,Croissant,Tea,Small,3,2.0,6.0,Credit Card,C268,9,Downtown,EMP005,1234
2546,2024-11-22,20:01:25,P201,Blueberry Muffin,Tea,Small,1,2.0,2.0,Credit Card,C456,0,Downtown,EMP002,468
2547,2024-10-12,19:08:49,P202,Croissant,Tea,Large,3,4.0,12.0,Cash,C253,0,Downtown,EMP005,2434
2548,2024-08-26,19:02:29,P102,Croissant,Coffee,Medium,3,3.5,10.5,Debit Card,C308,0,Downtown,EMP002,848
2549,2024-09-12,17:13:18,P301,Cappuccino,Bakery,,1,2.5,2.5,Cash,,2,Downtown,EMP002,2435
2550,2025-08-05,17:35:53,P201,Blueberry Muffin,Tea,Medium,2,2.5,5.0,Credit Card,C247,4,Downtown,EMP005,259
2551,2025-06-05,14:13:54,P202,Blueberry Muffin,Tea,Large,2,4.0,8.0,Cash,C948,6,Mall Branch,EMP004,283
2552,2024-10-25,10:10:29,P201,Blueberry Muffin,Tea,Small,2,2.0,4.0,Cash,C278,0,University,EMP002,1650
2553,2024-09-16,10:25:08,P201,Croissant,Tea,Medium,3,2.5,7.5,Debit Card,C329,8,Mall Branch,EMP003,1899
2554,2024-10-01,13:12:39,P103,Blueberry Muffin,Coffee,Medium,3,3.5,10.5,Debit Card,C158,0,Airport,EMP003,40
2555,2024-11-12,19:43:37,P102,Croissant,Coffee,Small,3,3.0,9.0,Cash,C539,5,Downtown,EMP004,2268
2556,2025-06-05,16:17:31,P302,Chai Latte,Bakery,,1,3.0,3.0,Credit Card,C325,2,Downtown,EMP005,1015
2557,2025-01-25,18:44:54,P102,Blueberry Muffin,Coffee,Small,3,3.0,9.0,Debit Card,C144,4,Mall Branch,EMP003,613
2558,2025-02-13,17:22:21,P301,Green Tea,Bakery,,1,2.5,2.5,Cash,C435,6,Mall Branch,EMP002,1916
2559,2025-02-12,13:26:26,P103,Croissant,Coffee,Large,1,4.5,4.5,Credit Card,C920,9,Airport,EMP004,688
2560,2025-02-08,18:03:42,P302,Espresso,Bakery,,2,3.0,6.0,Debit Card,C295,0,Downtown,EMP001,613
2561,2025-03-11,13:48:45,P202,Blueberry Muffin,Tea,Large,1,4.0,4.0,Cash,C270,0,Downtown,EMP001,2308
2562,2025-06-16,14:03:02,P101,Croissant,Coffee,Small,1,2.5,2.5,Cash,C368,8,Airport,EMP003,2414
2563,2025-06-28,12:07:33,P201,Blueberry Muffin,Tea,Small,1,2.0,2.0,Cash,C966,0,Airport,EMP003,1782
2564,2025-04-12,08:40:06,P202,Blueberry Muffin,Tea,Large,1,4.0,4.0,Credit Card,,0,Airport,EMP003,1811
2565,2025-05-16,20:36:41,P101,Blueberry Muffin,Coffee,Small,1,2.5,2.5,Credit Card,C908,8,Downtown,EMP005,1548
2566,2025-03-30,18:57:13,P301,Cappuccino,Bakery,,2,2.5,5.0,Debit Card,,0,University,EMP001,1931
2567,2025-06-06,15:42:49,P101,Croissant,Coffee,Small,3,2.5,7.5,Credit Card,C809,10,Mall Branch,EMP003,1153
2568,2024-09-06,10:52:11,P201,Blueberry Muffin,Tea,Small,3,2.0,6.0,Cash,C821,3,Airport,EMP005,575
2569,2025-03-14,09:21:32,P302,Chai Latte,Bakery,,1,3.0,3.0,Debit Card,C401,5,Downtown,EMP005,1911
2570,2025-02-12,18:17:17,P103,Blueberry Muffin,Coffee,Medium,3,3.5,10.5,Debit Card,C448,0,Mall Branch,EMP004,1013
2571,2025-07-23,13:04:44,P102,Croissant,Coffee,Large,2,4.0,8.0,Cash,C817,0,Downtown,EMP005,670
2572,2024-12-05,14:54:16,P302,Green Tea,Bakery,,2,3.0,6.0,Debit Card,,3,Downtown,EMP005,269
2573,2025-02-08,08:50:49,P301,Chai Latte,Bakery,,1,2.5,2.5,Credit Card,C699,7,University,EMP002,1284
2574,2025-05-12,20:32:15,P102,Blueberry Muffin,Coffee,Small,3,3.0,9.0,Cash,,7,Downtown,EMP001,924
2575,2024-10-15,15:56:03,P101,Blueberry Muffin,Coffee,Small,2,2.5,5.0,Debit Card,,0,Downtown,EMP001,1126
2576,2025-06-01,19:27:51,P302,Cappuccino,Bakery,,3,3.0,9.0,Debit Card,,0,Mall Branch,EMP003,1530
2577,2024-08-12,20:43:56,P201,Blueberry Muffin,Tea,Medium,1,2.5,2.5,Debit Card,,0,Airport,EMP001,1759
2578,2025-01-08,11:44:43,P102,Blueberry Muffin,Coffee,Large,1,4.0,4.0,Credit Card,C645,0,University,EMP001,1595
2579,2025-07-12,11:05:40,P102,Croissant,Coffee,Large,1,4.0,4.0,Cash,C389,3,Airport,EMP005,247
2580,2025-06-07,10:53:52,P301,Chai Latte,Bakery,,1,2.5,2.5,Cash,C475,0,Mall Branch,EMP001,1561
2581,2025-05-05,12:48:28,P301,Green Tea,Bakery,,1,2.5,2.5,Cash,C552,3,University,EMP003,2179
2582,2024-08-12,19:38:17,P301,Green Tea,Bakery,,1,2.5,2.5,Cash,C598,0,Mall Branch,EMP003,2401
2583,2025-05-12,09:24:38,P101,Croissant,Coffee,Small,1,2.5,2.5,Cash,C707,1,Mall Branch,EMP002,2244
2584,2025-01-21,17:56:21,P102,Croissant,Coffee,Small,2,3.0,6.0,Debit Card,,0,Downtown,EMP001,1940
2585,2025-04-26,12:10:15,P302,Latte,Bakery,,2,3.0,6.0,Cash,C196,8,Mall Branch,EMP002,930
2586,2025-02-18,12:51:53,P101,Blueberry Muffin,Coffee,Medium,1,3.0,3.0,Debit Card,C381,0,Mall Branch,EMP005,227
2587,2024-11-02,18:10:38,P103,Croissant,Coffee,Medium,3,3.5,10.5,Credit Card,,2,University,EMP003,265
2588,2025-04-12,12:35:26,P201,Blueberry Muffin,Tea,Medium,1,2.5,2.5,Credit Card,,0,Mall Branch,EMP003,1396
2589,2025-08-06,15:13:44,P101,Croissant,Coffee,Medium,1,3.0,3.0,Debit Card,,4,Airport,EMP004,1458
2590,2024-10-17,11:23:06,P302,Latte,Bakery,,1,3.0,3.0,Credit Card,C783,9,Mall Branch,EMP005,646
2591,2025-02-27,17:54:46,P102,Croissant,Coffee,Medium,2,3.5,7.0,Credit Card,C477,2,University,EMP005,2259
2592,2025-06-23,10:50:13,P103,Croissant,Coffee,Large,3,4.5,13.5,Cash,,0,Downtown,EMP004,1419
2593,2025-06-20,19:52:52,P302,Cappuccino,Bakery,,3,3.0,9.0,Credit Card,C418,5,Airport,EMP002,1474
2594,2024-08-30,18:04:43,P302,Cappuccino,Bakery,,1,3.0,3.0,Credit Card,,9,University,EMP003,1388
2595,2024-10-05,18:34:02,P302,Chai Latte,Bakery,,1,3.0,3.0,Credit Card,C721,0,Downtown,EMP004,1900
2596,2024-12-15,13:21:22,P102,Croissant,Coffee,Large,1,4.0,4.0,Debit Card,C943,7,Airport,EMP004,1250
2597,2025-05-26,17:46:43,P302,Espresso,Bakery,,2,3.0,6.0,Credit Card,C842,10,University,EMP002,982
2598,2025-03-20,08:15:45,P102,Croissant,Coffee,Small,2,3.0,6.0,Cash,C960,0,Airport,EMP002,1155
2599,2024-08-27,16:17:06,P201,Blueberry Muffin,Tea,Small,2,2.0,4.0,Debit Card,C400,4,University,EMP002,588
2600,2025-07-06,08:04:02,P103,Blueberry Muffin,Coffee,Medium,2,3.5,7.0,Credit Card,,0,Mall Branch,EMP001,476
2601,2025-01-10,15:39:15,P103,Croissant,Coffee,Medium,1,3.5,3.5,Debit Card,C427,7,Airport,EMP001,1822
2602,2025-07-25,19:55:49,P101,Croissant,Coffee,Medium,2,3.0,6.0,Cash,C768,6,Mall Branch,EMP003,986
2603,2025-06-18,08:39:33,P201,Blueberry Muffin,Tea,Small,1,2.0,2.0,Credit Card,,4,University,EMP001,2204
2604,2024-10-21,11:15:54,P101,Blueberry Muffin,Coffee,Small,2,2.5,5.0,Debit Card,,1,University,EMP003,1242
2605,2024-11-08,20:20:26,P101,Blueberry Muffin,Coffee,Medium,2,3.0,6.0,Credit Card,C232,0,University,EMP003,190
2606,2025-04-28,08:30:00,P201,Croissant,Tea,Small,2,2.0,4.0,Credit Card,C332,5,Downtown,EMP005,1441
2607,2024-11-22,20:16:52,P201,Croissant,Tea,Medium,1,2.5,2.5,Cash,,0,Airport,EMP004,981
2608,2025-04-20,16:15:29,P201,Croissant,Tea,Medium,3,2.5,7.5,Credit Card,C376,0,Mall Branch,EMP001,1699
2609,2024-11-02,18:32:21,P301,Latte,Bakery,,1,2.5,2.5,Debit Card,,6,Airport,EMP005,1716
2610,2025-02-20,12:23:37,P102,Croissant,Coffee,Large,1,4.0,4.0,Debit Card,C810,0,University,EMP003,41
2611,2024-12-17,11:42:43,P201,Croissant,Tea,Medium,2,2.5,5.0,Cash,C771,0,Downtown,EMP005,2355
2612,2024-08-31,12:06:10,P101,Blueberry Muffin,Coffee,Medium,3,3.0,9.0,Debit Card,,1,University,EMP002,943
2613,2024-10-22,16:11:52,P202,Blueberry Muffin,Tea,Large,3,4.0,12.0,Debit Card,C240,0,University,EMP005,338
2614,2025-03-22,15:58:33,P101,Blueberry Muffin,Coffee,Medium,3,3.0,9.0,Credit Card,C103,0,Downtown,EMP003,1338
2615,2025-01-29,20:30:22,P301,Green Tea,Bakery,,3,2.5,7.5,Debit Card,C237,0,Airport,EMP004,1099
2616,2025-08-03,10:38:03,P301,Chai Latte,Bakery,,3,2.5,7.5,Cash,,0,Downtown,EMP004,2327
2617,2024-08-16,17:51:05,P301,Latte,Bakery,,1,2.5,2.5,Debit Card,,0,Downtown,EMP005,896
2618,2024-10-31,13:26:07,P201,Blueberry Muffin,Tea,Medium,2,2.5,5.0,Cash,C102,0,Airport,EMP003,2321
2619,2024-12-05,13:35:17,P101,Croissant,Coffee,Small,2,2.5,5.0,Credit Card,C217,3,University,EMP005,1675
2620,2024-09-04,15:53:57,P102,Blueberry Muffin,Coffee,Large,3,4.0,12.0,Cash,C466,2,Airport,EMP003,931
2621,2024-10-17,15:21:50,P201,Blueberry Muffin,Tea,Small,3,2.0,6.0,Credit Card,C592,1,Airport,EMP003,289
2622,2025-01-31,14:03:30,P102,Croissant,Coffee,Medium,1,3.5,3.5,Debit Card,C560,3,Airport,EMP001,724
2623,2025-05-03,20:38:20,P103,Blueberry Muffin,Coffee,Large,1,4.5,4.5,Debit Card,C268,0,University,EMP001,2320
2624,2025-02-18,19:01:07,P103,Blueberry Muffin,Coffee,Large,2,4.5,9.0,Debit Card,C954,0,University,EMP001,1954
2625,2025-07-12,18:11:12,P202,Blueberry Muffin,Tea,Large,1,4.0,4.0,Credit Card,C868,8,Airport,EMP003,1090
2626,2025-05-20,08:56:43,P302,Espresso,Bakery,,2,3.0,6.0,Credit Card,C907,2,University,EMP001,483
2627,2025-02-01,10:18:08,P301,Espresso,Bakery,,1,2.5,2.5,Debit Card,,5,University,EMP001,936
2628,2024-09-05,11:22:07,P102,Blueberry Muffin,Coffee,Medium,1,3.5,3.5,Cash,,0,Downtown,EMP003,2296
2629,2025-02-20,13:37:08,P201,Blueberry Muffin,Tea,Medium,2,2.5,5.0,Credit Card,C389,0,Airport,EMP001,156
2630,2024-12-09,19:26:43,P102,Croissant,Coffee,Large,1,4.0,4.0,Cash,,2,Mall Branch,EMP001,1071
2631,2025-08-02,17:27:55,P202,Blueberry Muffin,Tea,Medium,3,3.5,10.5,Cash,,1,Downtown,EMP004,1959
2632,2024-11-13,11:50:46,P201,Croissant,Tea,Small,1,2.0,2.0,Credit Card,,0,Mall Branch,EMP002,2249
2633,2024-10-07,13:17:18,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Credit Card,,0,University,EMP001,1684
2634,2024-11-11,18:29:58,P102,Blueberry Muffin,Coffee,Large,3,4.0,12.0,Debit Card,,0,Downtown,EMP003,124
2635,2024-12-31,09:51:24,P201,Blueberry Muffin,Tea,Small,2,2.0,4.0,Debit Card,,0,Downtown,EMP002,2049
2636,2025-04-26,10:14:17,P301,Green Tea,Bakery,,3,2.5,7.5,Cash,,4,Airport,EMP002,968
2637,2024-10-18,17:59:48,P302,Green Tea,Bakery,,3,3.0,9.0,Debit Card,C477,2,Mall Branch,EMP002,855
2638,2025-07-03,10:21:57,P102,Croissant,Coffee,Medium,3,3.5,10.5,Credit Card,C401,8,Airport,EMP001,640
2639,2024-12-05,17:01:14,P103,Croissant,Coffee,Large,2,4.5,9.0,Cash,C267,0,Downtown,EMP004,2239
2640,2025-04-02,11:22:24,P201,Croissant,Tea,Medium,3,2.5,7.5,Credit Card,C334,0,Mall Branch,EMP004,1603
2641,2025-05-21,12:00:33,P101,Croissant,Coffee,Small,1,2.5,2.5,Debit Card,,0,Mall Branch,EMP002,442
2642,2024-09-27,14:47:01,P201,Blueberry Muffin,Tea,Medium,3,2.5,7.5,Credit Card,C197,7,Downtown,EMP002,1945
2643,2025-08-07,11:10:12,P101,Croissant,Coffee,Medium,3,3.0,9.0,Debit Card,C584,9,University,EMP003,1839
2644,2024-10-26,09:40:29,P202,Blueberry Muffin,Tea,Large,1,4.0,4.0,Cash,C152,0,University,EMP005,1830
2645,2024-09-08,16:53:49,P103,Croissant,Coffee,Large,2,4.5,9.0,Cash,,2,Airport,EMP004,2191
2646,2024-09-11,20:12:02,P202,Croissant,Tea,Medium,1,3.5,3.5,Cash,C582,8,University,EMP002,533
2647,2024-09-29,18:32:35,P301,Latte,Bakery,,1,2.5,2.5,Debit Card,C491,4,University,EMP003,2275
2648,2025-05-19,11:30:58,P202,Blueberry Muffin,Tea,Medium,2,3.5,7.0,Debit Card,C430,0,Downtown,EMP002,1337
2649,2025-03-21,17:22:11,P302,Latte,Bakery,,3,3.0,9.0,Credit Card,C954,0,University,EMP003,949
2650,2025-04-13,10:01:40,P301,Cappuccino,Bakery,,3,2.5,7.5,Credit Card,C887,7,University,EMP004,2020
2651,2024-08-11,19:51:41,P102,Croissant,Coffee,Small,1,3.0,3.0,Debit Card,,8,University,EMP005,460
2652,2025-06-09,10:45:24,P103,Blueberry Muffin,Coffee,Large,1,4.5,4.5,Debit Card,,0,Mall Branch,EMP005,551
2653,2025-02-02,19:23:11,P201,Croissant,Tea,Small,1,2.0,2.0,Debit Card,,9,Mall Branch,EMP003,393
2654,2025-06-20,14:45:25,P301,Green Tea,Bakery,,2,2.5,5.0,Credit Card,C785,0,Airport,EMP003,1788
2655,2024-11-17,18:58:31,P301,Espresso,Bakery,,2,2.5,5.0,Credit Card,C243,9,University,EMP001,845
2656,2025-06-26,08:03:44,P103,Croissant,Coffee,Medium,2,3.5,7.0,Credit Card,C877,0,Downtown,EMP001,2258
