transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id
4405,2024-09-26,08:08:30,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C540,0,Airport,EMP003
4406,2024-09-06,13:31:45,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,C467,0,Downtown,EMP002
4407,2024-10-17,13:50:01,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,C392,8,Downtown,EMP002
4408,2025-04-19,08:53:20,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C376,10,Downtown,EMP004
4409,2025-06-13,09:07:58,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C957,2,Mall Branch,EMP002
4410,2025-04-26,12:30:22,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C408,0,Mall Branch,EMP002
4411,2025-04-05,16:48:32,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C476,0,Downtown,EMP001
4412,2025-02-11,15:36:11,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C807,4,Downtown,EMP001
4413,2024-12-10,16:16:58,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,NA,4,University,EMP001
4414,2024-12-26,16:41:04,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C910,4,Mall Branch,EMP002
4415,2025-07-21,09:58:11,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,NA,9,Airport,EMP001
4416,2024-08-10,11:50:40,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C437,0,University,EMP005
4417,2025-01-01,19:33:10,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,NA,0,Airport,EMP004
4418,2025-04-12,19:08:32,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C970,0,Downtown,EMP004
4419,2024-10-17,08:46:45,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C993,8,Airport,EMP005
4420,2024-11-09,12:57:15,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,C536,0,Airport,EMP001
4421,2025-05-05,14:50:54,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,NA,9,Downtown,EMP001
4422,2024-12-07,09:54:52,P202,Chai Latte,Tea,Large,2,4.0,8.0,Credit Card,C131,0,Downtown,EMP001
4423,2024-09-12,10:14:38,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C357,10,University,EMP003
4424,2025-05-12,16:14:50,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,NA,10,Airport,EMP002
4425,2025-01-10,16:35:47,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,NA,0,University,EMP001
4426,2025-06-02,11:07:37,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C280,4,University,EMP001
4427,2025-05-15,14:26:47,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C665,6,Downtown,EMP002
4428,2025-05-02,08:05:20,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Cash,C131,10,University,EMP003
4429,2025-08-01,14:26:14,P201,Green Tea,Tea,Small,2,2.0,4.0,Cash,NA,0,Mall Branch,EMP001
4430,2024-11-29,10:20:15,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C549,0,Downtown,EMP002
4431,2025-05-05,10:44:47,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C613,0,University,EMP001
4432,2024-09-06,09:29:12,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,C361,0,Downtown,EMP002
4433,2024-08-13,19:27:00,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C603,5,Downtown,EMP002
4434,2025-04-23,11:13:19,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C155,1,University,EMP004
4435,2024-10-26,19:05:55,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C424,10,Downtown,EMP004
4436,2025-05-11,09:47:45,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,NA,0,University,EMP005
4437,2025-05-30,10:50:06,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C485,0,University,EMP003
4438,2025-01-16,10:26:57,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C306,6,University,EMP002
4439,2024-09-16,13:10:30,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,NA,10,University,EMP004
4440,2025-06-25,15:37:39,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,C766,4,Downtown,EMP005
4441,2025-04-24,15:13:48,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,C840,4,Mall Branch,EMP001
4442,2024-09-15,14:50:33,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C800,0,Mall Branch,EMP003
4443,2025-06-16,16:48:36,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,C951,0,Mall Branch,EMP003
4444,2025-07-21,14:41:09,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C663,8,University,EMP003
4445,2024-12-22,17:17:45,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C954,0,Downtown,EMP004
4446,2025-05-30,16:34:00,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C281,0,Downtown,EMP002
4447,2025-05-29,15:09:11,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C860,4,Airport,EMP002
4448,2024-12-16,19:32:39,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,NA,5,Downtown,EMP004
4449,2024-11-22,10:46:23,P101,Espresso,Coffee,Small,1,2.5,2.5,Debit Card,C745,2,Mall Branch,EMP002
4450,2024-10-25,15:25:58,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C370,7,Mall Branch,EMP005
4451,2024-12-14,17:52:31,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C394,0,Downtown,EMP003
4452,2025-02-10,09:34:51,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,NA,10,Mall Branch,EMP002
4453,2024-11-14,18:08:58,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C594,0,Downtown,EMP005
4454,2025-05-26,10:16:08,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,NA,2,Mall Branch,EMP002
4455,2024-11-18,14:17:06,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,NA,5,Mall Branch,EMP001
4456,2024-08-21,11:08:04,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,C719,8,University,EMP002
4457,2025-02-26,15:43:37,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Credit Card,C431,1,Downtown,EMP004
4458,2025-02-25,14:42:10,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,C538,5,University,EMP003
4459,2025-08-05,15:58:39,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C898,5,Downtown,EMP002
4460,2024-09-27,10:20:16,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C911,0,University,EMP004
4461,2024-08-30,11:58:59,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,NA,0,Airport,EMP002
4462,2024-08-16,09:15:32,P103,Latte,Coffee,Medium,2,3.5,7.0,Cash,NA,0,Mall Branch,EMP002
4463,2024-08-09,19:38:57,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C225,4,University,EMP003
4464,2025-01-20,15:12:53,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,C821,1,Mall Branch,EMP002
4465,2024-11-22,08:29:39,P103,Latte,Coffee,Large,2,4.5,9.0,Cash,C606,0,Airport,EMP003
4466,2024-08-29,16:45:35,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Credit Card,NA,3,Mall Branch,EMP002
4467,2025-01-25,15:51:51,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C850,6,University,EMP002
4468,2025-05-31,11:21:50,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C234,0,Airport,EMP002
4469,2024-10-18,18:56:22,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C365,3,Airport,EMP002
4470,2025-06-21,11:09:59,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C497,8,Mall Branch,EMP002
4471,2024-10-23,17:28:05,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,NA,0,Airport,EMP002
4472,2024-12-19,17:14:30,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,C816,8,Airport,EMP001
4473,2025-05-24,18:48:59,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,NA,0,Mall Branch,EMP005
4474,2025-04-23,20:56:17,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,C710,6,Airport,EMP004
4475,2025-03-27,11:31:51,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,C182,8,Mall Branch,EMP004
4476,2025-04-28,13:14:30,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,C826,0,Airport,EMP004
4477,2025-06-13,17:28:22,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C584,0,Downtown,EMP004
4478,2024-11-06,13:16:33,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C467,8,Downtown,EMP003
4479,2025-04-09,18:35:41,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,NA,0,University,EMP002
4480,2025-06-08,20:16:43,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C352,0,University,EMP002
4481,2025-05-11,17:40:12,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C297,0,Airport,EMP001
4482,2025-01-01,11:09:44,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C935,0,Airport,EMP004
4483,2024-12-08,10:49:15,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C725,5,Mall Branch,EMP003
4484,2024-10-27,14:24:07,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,C375,7,Mall Branch,EMP004
4485,2024-11-15,10:24:37,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Cash,C115,0,Airport,EMP003
4486,2024-11-26,19:48:04,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C141,0,Downtown,EMP001
4487,2025-01-03,17:14:06,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C737,4,Mall Branch,EMP005
4488,2024-08-30,20:03:30,P103,Latte,Coffee,Large,2,4.5,9.0,Cash,C463,0,University,EMP001
4489,2024-08-29,15:22:16,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,NA,0,Downtown,EMP004
4490,2025-03-07,17:34:00,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C478,0,Downtown,EMP002
4491,2025-06-03,08:55:58,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,C507,0,Mall Branch,EMP002
4492,2025-05-28,18:17:52,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C520,0,University,EMP002
4493,2024-12-21,17:27:04,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,NA,6,Mall Branch,EMP005
4494,2025-05-03,11:34:40,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C127,10,Downtown,EMP003
4495,2024-09-08,09:27:44,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C675,0,Downtown,EMP004
4496,2025-01-03,09:28:49,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,NA,7,University,EMP001
4497,2024-11-05,13:09:17,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C282,0,Airport,EMP003
4498,2025-04-22,15:16:38,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,C457,5,Mall Branch,EMP003
4499,2025-04-05,19:17:02,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,NA,7,Downtown,EMP001
4500,2025-05-10,20:38:55,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,NA,10,Downtown,EMP003
4501,2025-07-03,10:18:03,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Debit Card,C952,9,Airport,EMP002
4502,2025-06-28,19:36:13,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,C410,0,Airport,EMP005
4503,2025-05-31,17:01:44,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C637,0,Airport,EMP001
4504,2024-09-01,15:17:32,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C488,1,University,EMP005
4505,2025-06-25,11:34:51,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,NA,2,Airport,EMP004
4506,2024-11-15,10:23:53,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C775,5,Mall Branch,EMP002
4507,2025-01-01,19:23:46,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C943,0,Airport,EMP003
4508,2025-07-25,13:53:40,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Debit Card,NA,3,Mall Branch,EMP005
4509,2025-03-09,20:21:29,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C114,0,Mall Branch,EMP005
4510,2024-09-03,17:56:29,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Debit Card,C383,7,Mall Branch,EMP004
4511,2025-01-21,11:58:38,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,NA,0,Mall Branch,EMP001
4512,2025-05-30,11:22:54,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,NA,9,Airport,EMP005
4513,2025-02-25,09:56:28,P101,Espresso,Coffee,Small,3,2.5,7.5,Debit Card,NA,7,University,EMP004
4514,2024-12-21,12:47:29,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,NA,0,Downtown,EMP001
4515,2025-03-04,17:30:01,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C804,7,University,EMP005
4516,2025-03-20,19:14:27,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,NA,9,Downtown,EMP002
4517,2025-04-13,10:09:21,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,NA,0,University,EMP004
4518,2025-04-03,19:19:02,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C992,2,Airport,EMP005
4519,2025-07-09,13:47:55,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C168,0,University,EMP002
4520,2024-12-31,11:42:55,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C177,0,Mall Branch,EMP003
4521,2024-11-23,18:21:15,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,NA,2,Downtown,EMP004
4522,2024-11-14,10:22:12,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C296,0,Mall Branch,EMP002
4523,2025-08-03,15:53:46,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C175,0,Downtown,EMP004
4524,2025-07-03,13:40:58,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,C149,0,Mall Branch,EMP005
4525,2025-05-22,14:09:19,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Credit Card,NA,0,Airport,EMP004
4526,2025-07-02,11:33:49,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C413,0,Downtown,EMP004
4527,2025-01-10,16:14:41,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C639,0,University,EMP002
4528,2024-11-26,08:34:59,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,C274,6,Downtown,EMP003
4529,2025-06-28,14:19:19,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C503,3,University,EMP004
4530,2024-11-03,19:18:23,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,NA,8,Downtown,EMP001
4531,2024-12-03,11:48:42,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,NA,7,Mall Branch,EMP004
4532,2025-07-21,13:52:25,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C175,0,Downtown,EMP002
4533,2025-05-02,08:36:54,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,C418,10,Downtown,EMP001
4534,2024-12-11,15:30:39,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,NA,0,University,EMP005
4535,2025-06-22,11:10:43,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,NA,8,Airport,EMP004
4536,2024-10-06,09:25:27,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C869,10,University,EMP001
4537,2025-06-24,11:25:14,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,NA,0,University,EMP005
4538,2025-01-26,10:14:44,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C523,0,University,EMP003
4539,2025-05-10,13:18:57,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C689,0,University,EMP005
4540,2025-06-09,10:57:58,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,C272,2,Downtown,EMP003
4541,2024-10-24,13:25:43,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,NA,0,Airport,EMP001
4542,2024-08-10,16:55:35,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,NA,4,Airport,EMP004
4543,2024-12-04,16:27:08,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C997,0,Airport,EMP002
4544,2025-06-20,13:22:51,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Debit Card,C630,2,Airport,EMP003
4545,2024-11-27,09:45:05,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C608,0,Mall Branch,EMP003
4546,2025-07-08,11:13:14,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C146,1,University,EMP001
4547,2025-01-25,10:22:29,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C654,3,Airport,EMP003
4548,2025-01-02,19:51:37,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Credit Card,C536,0,Mall Branch,EMP004
4549,2024-10-22,16:52:56,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C762,8,Mall Branch,EMP003
4550,2025-05-21,14:45:23,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,NA,8,Downtown,EMP003
4551,2025-03-29,08:45:03,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C664,0,Downtown,EMP005
4552,2024-09-25,14:29:25,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C789,0,Mall Branch,EMP001
4553,2024-10-08,11:15:28,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C376,0,University,EMP002
4554,2025-05-20,08:36:51,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C259,5,University,EMP005
4555,2025-01-05,12:18:45,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,NA,5,Mall Branch,EMP003
4556,2025-05-10,16:08:52,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C129,1,Downtown,EMP003
4557,2025-07-27,15:21:19,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C783,0,Downtown,EMP005
4558,2025-07-01,15:29:32,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,NA,0,Mall Branch,EMP003
4559,2025-04-27,14:47:46,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,NA,9,Airport,EMP001
4560,2025-02-12,13:46:29,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,NA,0,Mall Branch,EMP002
4561,2024-11-04,17:09:20,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C501,1,Mall Branch,EMP004
4562,2025-08-03,18:14:20,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C167,4,Airport,EMP005
4563,2025-06-14,14:53:51,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,C864,0,Airport,EMP003
4564,2025-02-21,15:34:26,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Debit Card,C731,0,Downtown,EMP002
4565,2024-11-23,17:58:18,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C571,4,Downtown,EMP002
4566,2025-07-16,12:08:32,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,C983,0,Mall Branch,EMP004
4567,2025-01-26,08:53:48,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,NA,0,Mall Branch,EMP002
4568,2025-08-06,13:10:20,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C858,0,University,EMP005
4569,2025-03-16,12:14:06,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,C981,9,University,EMP003
4570,2025-05-31,14:54:22,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,NA,3,Mall Branch,EMP001
4571,2025-03-28,12:56:57,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C923,9,Airport,EMP003
4572,2025-02-07,08:22:11,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,NA,3,Downtown,EMP005
4573,2025-03-01,14:41:36,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,C321,1,Mall Branch,EMP001
4574,2025-04-18,14:11:59,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C773,6,University,EMP002
4575,2024-10-08,13:23:31,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C818,0,University,EMP005
4576,2024-12-31,17:08:39,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,NA,6,Mall Branch,EMP002
4577,2025-02-04,14:50:55,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,NA,0,Airport,EMP004
4578,2024-09-15,11:24:14,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,NA,0,Airport,EMP004
4579,2025-06-20,11:42:27,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,NA,9,University,EMP002
4580,2025-05-29,09:27:51,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,NA,0,Airport,EMP003
4581,2025-07-26,12:05:08,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C362,0,Airport,EMP003
4582,2025-03-30,13:27:12,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,NA,0,Mall Branch,EMP004
4583,2024-10-19,11:49:47,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,NA,6,Mall Branch,EMP002
4584,2024-10-23,19:29:42,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C526,0,University,EMP001
4585,2025-07-19,14:12:07,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,NA,9,University,EMP005
4586,2024-09-06,15:26:12,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,NA,8,Airport,EMP002
4587,2024-09-12,09:26:10,P101,Espresso,Coffee,Small,1,2.5,2.5,Debit Card,C142,0,Downtown,EMP004
4588,2024-11-11,12:56:30,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C753,2,Mall Branch,EMP005
4589,2025-05-23,19:05:40,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,NA,3,University,EMP005
4590,2024-08-19,14:01:37,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C628,0,Downtown,EMP001
4591,2025-07-27,08:18:06,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,NA,0,Downtown,EMP002
4592,2024-09-14,15:08:00,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C372,0,Mall Branch,EMP003
4593,2025-02-15,13:13:23,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C678,9,University,EMP002
4594,2024-11-26,11:28:33,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C759,0,Downtown,EMP005
4595,2025-05-18,17:48:12,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C235,0,Airport,EMP005
4596,2025-06-08,19:06:37,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C796,3,Mall Branch,EMP001
4597,2024-12-12,17:19:32,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C567,0,University,EMP003
4598,2024-10-18,16:31:50,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C452,1,Downtown,EMP001
4599,2025-02-11,11:24:11,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,NA,0,Downtown,EMP003
4600,2024-09-13,19:41:30,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,NA,4,Airport,EMP002
4601,2025-05-07,08:41:47,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C272,0,Downtown,EMP005
4602,2025-07-10,16:29:23,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C308,6,Downtown,EMP001
4603,2025-01-11,17:54:42,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C642,0,University,EMP004
4604,2024-12-17,15:35:41,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C163,9,Airport,EMP003
4605,2025-03-12,18:02:19,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,NA,9,Airport,EMP001
4606,2025-01-04,20:10:02,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,NA,0,Mall Branch,EMP003
4607,2024-12-30,12:08:36,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,NA,0,Airport,EMP001
4608,2025-04-10,08:30:32,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C633,4,Downtown,EMP003
4609,2025-01-23,20:01:35,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Credit Card,C386,6,Downtown,EMP003
4610,2025-03-14,10:25:05,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,NA,5,Downtown,EMP001
4611,2025-06-22,15:23:15,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C869,9,Mall Branch,EMP003
4612,2024-09-01,11:14:51,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C421,3,Mall Branch,EMP001
4613,2025-04-01,18:42:39,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C747,9,Airport,EMP001
4614,2025-01-27,15:29:16,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C496,0,Airport,EMP003
4615,2025-05-31,09:00:30,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,C656,6,Airport,EMP004
4616,2025-03-29,12:01:37,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,C546,8,Mall Branch,EMP001
4617,2025-05-30,08:30:12,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C937,0,Mall Branch,EMP005
4618,2024-08-15,16:37:51,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C815,0,Mall Branch,EMP002
4619,2025-03-06,20:42:21,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,NA,0,Downtown,EMP003
4620,2025-01-18,15:27:51,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C612,0,Airport,EMP003
4621,2025-03-08,11:37:02,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,C293,10,Airport,EMP004
4622,2025-07-26,09:39:44,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,NA,0,Mall Branch,EMP003
4623,2025-07-17,16:16:15,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,NA,0,Mall Branch,EMP003
4624,2025-04-29,20:29:22,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C419,9,University,EMP001
